e,eLabel,start,end,sprec,kindLabel,sitelinks,whereLabel
http://www.wikidata.org/entity/Q7930888,Maccabean Revolt,-0166-01-01T00:00:00Z,-0159-01-01T00:00:00Z,9,rebellion,43,Seleucid Empire
http://www.wikidata.org/entity/Q827612,Jugurthine War,-0110-01-01T00:00:00Z,-0104-01-01T00:00:00Z,9,war,36,
http://www.wikidata.org/entity/Q903199,Cimbrian War,-0112-01-01T00:00:00Z,-0100-01-01T00:00:00Z,9,war,30,
http://www.wikidata.org/entity/Q618066,First Servile War,-0134-01-01T00:00:00Z,-0131-01-01T00:00:00Z,9,war,30,Italy
http://www.wikidata.org/entity/Q618066,First Servile War,-0134-01-01T00:00:00Z,-0131-01-01T00:00:00Z,9,slave rebellion,30,Italy
http://www.wikidata.org/entity/Q11475544,Servile Wars,-0134-01-01T00:00:00Z,-0070-01-01T00:00:00Z,9,war,32,
http://www.wikidata.org/entity/Q75665,Second Macedonian War,-0199-01-01T00:00:00Z,-0196-01-01T00:00:00Z,9,war,37,Greece
http://www.wikidata.org/entity/Q199728,Cisalpine Gaul,-0202-01-01T00:00:00Z,-0041-01-01T00:00:00Z,9,Roman province,55,Ancient Rome
http://www.wikidata.org/entity/Q1132393,Mercenary War,-0239-01-01T00:00:00Z,-0237-01-01T00:00:00Z,9,rebellion,37,Tunisia
http://www.wikidata.org/entity/Q185063,Warring States period,-0475-01-01T00:00:00Z,-0220-01-01T00:00:00Z,9,historical period,74,
http://www.wikidata.org/entity/Q500393,Brigantes,-0469-01-01T00:00:00Z,0060-01-01T00:00:00Z,9,tribe,34,
http://www.wikidata.org/entity/Q500393,Brigantes,-0469-01-01T00:00:00Z,0060-01-01T00:00:00Z,9,isolated human group,34,
http://www.wikidata.org/entity/Q25297,1st century BC,-0100-12-30T00:00:00Z,0000-12-29T00:00:00Z,11,century,110,
http://www.wikidata.org/entity/Q1051384,Catuvellauni,-0099-01-01T00:00:00Z,0500-01-01T00:00:00Z,9,tribe,22,
http://www.wikidata.org/entity/Q1051384,Catuvellauni,-0099-01-01T00:00:00Z,0500-01-01T00:00:00Z,9,Roman client kingdoms in Britain,22,
http://www.wikidata.org/entity/Q1202928,Lusitanian War,-0154-01-01T00:00:00Z,-0138-01-01T00:00:00Z,9,series of wars,22,
http://www.wikidata.org/entity/Q486831,Roman–Seleucid War,-0191-01-01T00:00:00Z,-0187-01-01T00:00:00Z,9,war,36,Greece
http://www.wikidata.org/entity/Q597494,Artaxiad Dynasty,-0188-01-01T00:00:00Z,-0011-01-01T00:00:00Z,9,dynasty,32,Kingdom of Armenia
http://www.wikidata.org/entity/Q1147037,Eastern Han,0023-01-01T00:00:00Z,0220-01-01T00:00:00Z,9,culture,21,
http://www.wikidata.org/entity/Q1147037,Eastern Han,0023-01-01T00:00:00Z,0220-01-01T00:00:00Z,9,style,21,
http://www.wikidata.org/entity/Q1147037,Eastern Han,0023-01-01T00:00:00Z,0220-01-01T00:00:00Z,9,historical period,21,
http://www.wikidata.org/entity/Q1147037,Eastern Han,0023-01-01T00:00:00Z,0220-01-01T00:00:00Z,9,historical Chinese state,21,
http://www.wikidata.org/entity/Q8106,1st century,0001-01-01T00:00:00Z,0100-12-30T00:00:00Z,9,century,145,
http://www.wikidata.org/entity/Q51644,Early Christianity,0001-01-01T00:00:00Z,0325-01-01T00:00:00Z,9,periodization,58,
http://www.wikidata.org/entity/Q51644,Early Christianity,0001-01-01T00:00:00Z,0325-01-01T00:00:00Z,9,historical period,58,
http://www.wikidata.org/entity/Q185083,Brahmi,-0002-01-01T00:00:00Z,0500-01-01T00:00:00Z,9,abugida,80,
http://www.wikidata.org/entity/Q185083,Brahmi,-0002-01-01T00:00:00Z,0500-01-01T00:00:00Z,9,unicase alphabet,80,
http://www.wikidata.org/entity/Q185083,Brahmi,-0002-01-01T00:00:00Z,0500-01-01T00:00:00Z,9,script in Unicode,80,
http://www.wikidata.org/entity/Q185083,Brahmi,-0002-01-01T00:00:00Z,0500-01-01T00:00:00Z,9,natural writing system,80,
http://www.wikidata.org/entity/Q208188,Moche culture,0001-01-01T00:00:00Z,0700-01-01T00:00:00Z,9,civilization,53,Peru
http://www.wikidata.org/entity/Q208188,Moche culture,0001-01-01T00:00:00Z,0700-01-01T00:00:00Z,9,culture,53,Peru
http://www.wikidata.org/entity/Q208188,Moche culture,0001-01-01T00:00:00Z,0700-01-01T00:00:00Z,9,archaeological culture,53,Peru
http://www.wikidata.org/entity/Q208188,Moche culture,0001-01-01T00:00:00Z,0700-01-01T00:00:00Z,9,style,53,Peru
http://www.wikidata.org/entity/Q749771,ministry of Jesus,0028-01-01T00:00:00Z,0030-04-05T00:00:00Z,9,aspect of history,30,
http://www.wikidata.org/entity/Q749771,ministry of Jesus,0028-01-01T00:00:00Z,0033-04-01T00:00:00Z,9,aspect of history,30,
http://www.wikidata.org/entity/Q131976,Ptolemaic dynasty,-0331-01-01T00:00:00Z,-0029-01-01T00:00:00Z,9,dynasty,79,Ancient Egypt
http://www.wikidata.org/entity/Q815233,Siege of Tyre,-0331-01-01T00:00:00Z,-0331-07-01T00:00:00Z,10,battle,34,Lebanon
http://www.wikidata.org/entity/Q815233,Siege of Tyre,-0331-01-01T00:00:00Z,-0331-07-01T00:00:00Z,10,siege,34,Lebanon
http://www.wikidata.org/entity/Q815233,Siege of Tyre,-0331-01-01T00:00:00Z,-0331-07-01T00:00:00Z,10,battle,34,Kingdom of Tyre
http://www.wikidata.org/entity/Q815233,Siege of Tyre,-0331-01-01T00:00:00Z,-0331-07-01T00:00:00Z,10,siege,34,Kingdom of Tyre
http://www.wikidata.org/entity/Q4200795,Indian campaign of Alexander the Great,-0326-01-01T00:00:00Z,-0324-01-01T00:00:00Z,9,military campaign,18,
http://www.wikidata.org/entity/Q131386,Battle of Alesia,-0051-07-01T00:00:00Z,-0051-09-01T00:00:00Z,10,battle,50,France
http://www.wikidata.org/entity/Q131386,Battle of Alesia,-0051-07-01T00:00:00Z,-0051-09-01T00:00:00Z,10,siege,50,France
http://www.wikidata.org/entity/Q500409,Roman–Persian Wars,-0053-01-01T00:00:00Z,0628-01-01T00:00:00Z,9,series of wars,51,
http://www.wikidata.org/entity/Q1238338,Caesar's Civil War,-0048-01-08T00:00:00Z,-0044-03-15T00:00:00Z,11,civil war,49,
http://www.wikidata.org/entity/Q741777,War of Mutina,-0043-01-01T00:00:00Z,-0041-01-01T00:00:00Z,9,civil war,18,Ancient Rome
http://www.wikidata.org/entity/Q759985,Red Eyebrows,0017-01-01T00:00:00Z,0027-01-01T00:00:00Z,9,rebellion,26,People's Republic of China
http://www.wikidata.org/entity/Q759985,Red Eyebrows,0017-01-01T00:00:00Z,0027-01-01T00:00:00Z,9,rebellion,26,Xin dynasty
http://www.wikidata.org/entity/Q784974,Kanva dynasty,-0069-01-01T00:00:00Z,-0024-01-01T00:00:00Z,9,dynasty,34,
http://www.wikidata.org/entity/Q797481,Temple of Bel,0017-01-01T00:00:00Z,2015-08-01T00:00:00Z,9,temple,33,Syria
http://www.wikidata.org/entity/Q797481,Temple of Bel,0017-01-01T00:00:00Z,2015-08-01T00:00:00Z,9,ruins,33,Syria
http://www.wikidata.org/entity/Q797481,Temple of Bel,0017-01-01T00:00:00Z,2015-08-01T00:00:00Z,9,archaeological site,33,Syria
http://www.wikidata.org/entity/Q202161,Gallic War,-0057-01-01T00:00:00Z,-0050-01-01T00:00:00Z,9,war,60,
http://www.wikidata.org/entity/Q194378,Third Servile War,-0072-01-01T00:00:00Z,-0070-01-01T00:00:00Z,9,war,54,
http://www.wikidata.org/entity/Q253854,Classical Latin,-0074-01-01T00:00:00Z,0300-01-01T00:00:00Z,9,chronolect,36,
http://www.wikidata.org/entity/Q253854,Classical Latin,-0074-01-01T00:00:00Z,0300-01-01T00:00:00Z,9,language variety,36,
http://www.wikidata.org/entity/Q1764124,Third Mithridatic War,-0072-01-01T00:00:00Z,-0062-01-01T00:00:00Z,9,war,25,
http://www.wikidata.org/entity/Q723608,Trajan's Dacian Wars,0101-01-01T00:00:00Z,0106-01-01T00:00:00Z,9,series of wars,35,
http://www.wikidata.org/entity/Q2277,Roman Empire,-0026-01-01T00:00:00Z,0395-01-01T00:00:00Z,10,historical country,206,
http://www.wikidata.org/entity/Q202311,Roman Egypt,-0029-01-01T00:00:00Z,0642-01-01T00:00:00Z,9,Roman province,59,Ancient Egypt
http://www.wikidata.org/entity/Q202311,Roman Egypt,-0029-01-01T00:00:00Z,0642-01-01T00:00:00Z,9,Roman province,59,Byzantine Empire
http://www.wikidata.org/entity/Q202311,Roman Egypt,-0029-01-01T00:00:00Z,0642-01-01T00:00:00Z,9,Roman province,59,Ancient Rome
http://www.wikidata.org/entity/Q2116320,Final War of the Roman Republic,-0031-01-01T00:00:00Z,-0029-01-01T00:00:00Z,9,civil war,27,Egypt
http://www.wikidata.org/entity/Q3778726,Sertorian War,-0079-01-01T00:00:00Z,-0071-01-01T00:00:00Z,9,civil war,19,Roman Republic
http://www.wikidata.org/entity/Q8103,2nd century,0100-12-31T00:00:00Z,0200-12-31T00:00:00Z,11,century,141,
http://www.wikidata.org/entity/Q844886,Siege of Jerusalem,0070-02-01T00:00:00Z,0070-09-08T00:00:00Z,10,siege,41,
http://www.wikidata.org/entity/Q692775,Creta et Cyrenaica,-0066-01-01T00:00:00Z,0297-01-01T00:00:00Z,9,Roman province,36,Ancient Rome
http://www.wikidata.org/entity/Q1192043,Roman–Parthian Wars,-0065-01-01T00:00:00Z,0217-01-01T00:00:00Z,9,series of wars,29,
http://www.wikidata.org/entity/Q576364,Revolt of the Batavi,0069-01-01T00:00:00Z,0070-01-01T00:00:00Z,9,revolt,28,
http://www.wikidata.org/entity/Q2583092,Liberators' Civil War,-0042-01-01T00:00:00Z,-0041-01-01T00:00:00Z,9,civil war,26,
http://www.wikidata.org/entity/Q1265861,Great Illyrian Revolt,0006-01-01T00:00:00Z,0009-01-01T00:00:00Z,9,war,20,
http://www.wikidata.org/entity/Q165292,Three Kingdoms of Korea,-0017-01-01T00:00:00Z,0660-01-01T00:00:00Z,9,historical period,76,
http://www.wikidata.org/entity/Q165292,Three Kingdoms of Korea,-0017-01-01T00:00:00Z,0660-01-01T00:00:00Z,9,triad,76,
http://www.wikidata.org/entity/Q165292,Three Kingdoms of Korea,-0017-01-01T00:00:00Z,0660-01-01T00:00:00Z,9,geopolitical group,76,
http://www.wikidata.org/entity/Q335330,Battle of Philippi,-0041-10-01T00:00:00Z,-0041-10-21T00:00:00Z,11,battle,39,Greece
http://www.wikidata.org/entity/Q643987,Perusine War,-0040-01-01T00:00:00Z,-0039-01-01T00:00:00Z,9,war,23,Late Roman Republic
http://www.wikidata.org/entity/Q2730371,Bellum Siculum,-0041-01-01T00:00:00Z,-0035-01-01T00:00:00Z,9,civil war,18,Italy
http://www.wikidata.org/entity/Q75207,Pax Romana,-0026-01-01T00:00:00Z,0180-01-01T00:00:00Z,9,phrase,63,Ancient Rome
http://www.wikidata.org/entity/Q75207,Pax Romana,-0026-01-01T00:00:00Z,0180-01-01T00:00:00Z,9,historical period,63,Ancient Rome
http://www.wikidata.org/entity/Q206414,Principate,-0026-01-01T00:00:00Z,0284-01-01T00:00:00Z,9,form of government,52,Roman Empire
http://www.wikidata.org/entity/Q206414,Principate,-0026-01-01T00:00:00Z,0284-01-01T00:00:00Z,9,historical period,52,Roman Empire
http://www.wikidata.org/entity/Q1340107,Cantabrian Wars,-0028-01-01T00:00:00Z,-0018-01-01T00:00:00Z,9,series of wars,22,
http://www.wikidata.org/entity/Q215231,Great Fire of Rome,0064-07-17T00:00:00Z,0064-07-24T00:00:00Z,11,city fire,58,Ancient Rome
http://www.wikidata.org/entity/Q1533828,Roman–Parthian War of 58–63,0058-01-01T00:00:00Z,0063-01-01T00:00:00Z,9,war,20,
http://www.wikidata.org/entity/Q202578,First Jewish-Roman War,0066-01-01T00:00:00Z,0074-01-01T00:00:00Z,9,rebellion,63,
http://www.wikidata.org/entity/Q470596,Year of the Four Emperors,0068-06-01T00:00:00Z,0069-12-01T00:00:00Z,10,civil war,62,
http://www.wikidata.org/entity/Q4205368,Jewish–Roman Wars,0066-01-01T00:00:00Z,0135-01-01T00:00:00Z,9,series of wars,35,
